,_source,_cellid,stem_cell_name,stem_cell_type,cell_grade,produced_by,provider_distributor,reference_publications,gender_of_donor,ethnicity_of_donor,health_status,age_of_donor,source_cell_type,organ_tissue_of_origin_of_source_cell,Country
1283,SKIP,SKIP001361,CAMT iPSCs,iPS Cell,Research Grade,Koji Eto,"Clinical Application Department, Center for iPS Cell Research and Application, Kyoto University, Kyoto, Japan",23908116,Unknown,Asian,Congenital Amegakaryocytic Thrombocytopenia,,,Skin ,Japan
1284,SKIP,SKIP001362,iPSCs from FTLD-Tau patients,iPS Cell,Research Grade,Haruhisa Inoue,"Center for iPS Cell Research and Application (CiRA), Kyoto University, Kyoto, Japan",27721502,,Asian,frontotemporal lobar degeneration tauopathy (FTLD-Tau),,,Skin ,Japan
1285,SKIP,SKIP001363,PL2F8,ES Cell,Research Grade,Shyam K. Sharan,"Mouse Cancer Genetics Program, Center for Cancer Research, and SAIC-Frederick, National Cancer Institute at Frederick",19770520,Unknown,Unknown,,,,Inner cell mass,USA
1286,SKIP,SKIP001364,ND38554,iPS Cell,Research Grade,Michael Sheldon,Rutgers University Cell and DNA Repository (RUCDR),,Female,Caucasian,Huntington disease,,,Skin ,United States
1287,SKIP,SKIP001365,ND38555,iPS Cell,Research Grade,Michael Sheldon,Michael Sheldon,,Female,Caucasian,Huntington disease,,,Skin ,USA
1288,SKIP,SKIP001366,ND34391,iPS Cell,Research Grade,Michael Sheldon,Rutgers University Cell and DNA Repository (RUCDR),,Female,Caucasian,"PARKINSON DISEASE,FAMILIAL, TYPE 1; PARK1",,,Skin ,United States
1289,SKIP,SKIP001367,ND34393,iPS Cell,Research Grade,Michael Sheldon,Rutgers University Cell and DNA Repository (RUCDR),,Male,Caucasian,"PARKINSON DISEASE,FAMILIAL, TYPE 1; PARK1",,,Skin ,United States
1290,SKIP,SKIP001368,ND34394,iPS Cell,Research Grade,Michael Sheldon,Rutgers University Cell and DNA Repository (RUCDR),,Male,Caucasian,"PARKINSON DISEASE,FAMILIAL, TYPE 1; PARK1",,,Skin ,United States
1291,SKIP,SKIP001369,ND35367,iPS Cell,Research Grade,Michael Sheldon,Rutgers University Cell and DNA Repository (RUCDR),,Male,Caucasian,Parkinson's disease,,,Skin ,United States
1292,SKIP,SKIP001370,ND35371,iPS Cell,Research Grade,Michael Sheldon,Rutgers University Cell and DNA Repository (RUCDR),,Female,Caucasian,Parkinson's disease,,,Skin ,United States
1293,SKIP,SKIP001371,ND38477,iPS Cell,Research Grade,Michael Sheldon,Rutgers University Cell and DNA Repository (RUCDR),,Male,More than one race,Parkinson's disease,,,Skin ,United States
1294,SKIP,SKIP001372,ND40018,iPS Cell,Research Grade,Michael Sheldon,Rutgers University Cell and DNA Repository (RUCDR),21362567,Female,Unknown,Parkinson's disease,,,Unknown,United States
1295,SKIP,SKIP001373,ND40019,iPS Cell,Research Grade,Michael Sheldon,Rutgers University Cell and DNA Repository (RUCDR),,Male,Unknown,Parkinson's disease,,,Unknown,United States
1296,SKIP,SKIP001374,ND40020,iPS Cell,Research Grade,Michael Sheldon,Rutgers University Cell and DNA Repository (RUCDR),,Male,Unknown,Parkinson's disease,,,Unknown,United States
1297,SKIP,SKIP001375,ND38546,iPS Cell,Research Grade,Michael Sheldon,Rutgers University Cell and DNA Repository (RUCDR),,Female,Caucasian,Huntington disease,,,Skin ,United States
1298,SKIP,SKIP001376,ND38547,iPS Cell,Research Grade,Michael Sheldon,Rutgers University Cell and DNA Repository (RUCDR),,Male,Caucasian,Huntington disease,,,Skin ,United States
1299,SKIP,SKIP001377,ND39896,iPS Cell,Research Grade,Michael Sheldon,Rutgers University Cell and DNA Repository (RUCDR),,Male,Caucasian,Parkinson's disease,,,Skin ,United States
1300,SKIP,SKIP001378,hAFDC-iPS-4,iPS Cell,Research Grade,Chunliang Li,Shanghai JiaoTong University School of Medicine,19679563,Female,Asian,,,,amniotic fluid,China
1301,SKIP,SKIP001379,hAFDC-iPS-6,iPS Cell,Research Grade,Chunliang Li,Shanghai JiaoTong University School of Medicine,19679563,Female,Asian,,,,amniotic fluid,China
1302,SKIP,SKIP001380,hAFDC-iPS-7,iPS Cell,Research Grade,Chunliang Li,Shanghai JiaoTong University School of Medicine,19679563,Female,Asian,,,,amniotic fluid,China
1303,SKIP,SKIP001381,hAFDC-iPS-16,iPS Cell,Research Grade,Chunliang Li,Shanghai JiaoTong University School of Medicine,19679563,Female,Asian,,,,amniotic fluid,China
1304,SKIP,SKIP001382,hAFDC-iPS-19,iPS Cell,Research Grade,Chunliang Li,Shanghai JiaoTong University School of Medicine,19679563,Female,Asian,,,,amniotic fluid,China
1305,SKIP,SKIP001383,hAFDC-iPS-36,iPS Cell,Research Grade,Chunliang Li,Shanghai JiaoTong University School of Medicine,19679563,Female,Asian,,,,amniotic fluid,China
1306,SKIP,SKIP001384,hiPSC-CMs,iPS Cell,Research Grade,Ashish Mehta,"National Heart Research Institute Singapore, National Heart Centre",25068310,Male,Unknown,cardiac patient with no specific genetic pre-disposition,,,Skin ,Singapore
1307,SKIP,SKIP001385,BJ-hiPSC,iPS Cell,Research Grade,Ashish Mehta,"National Heart Research Institute Singapore, National Heart Centre",25068310,Male,Unknown,,,,Skin ,Singapore
1308,SKIP,SKIP001386,Fetal CPC-iPSCs,iPS Cell,Research Grade,Veronica Sanchez-Freire,Stanford University School of Medicine,25082575,Unknown,Unknown,,,,Cardiac Tissue ,USA
1309,SKIP,SKIP001387,Fetal Fib-iPSCs,iPS Cell,Research Grade,Veronica Sanchez-Freire,Stanford University School of Medicine,25082575,Unknown,Unknown,,,,Skin ,USA
1310,SKIP,SKIP001388,Adult CPC-iPSCs,iPS Cell,Research Grade,Veronica Sanchez-Freire,Stanford University School of Medicine,25082575,Unknown,Unknown,,,,Cardiac Tissue ,USA
1311,SKIP,SKIP001389,MD-iPSC,iPS Cell,Research Grade,Muhammad Z. Afzal,Medical College of Wisconsin,25650629,Unknown,Unknown,muscular dystrophy,,,urine cells,United States
1312,SKIP,SKIP001390,HCM_lll-1 iPSC-CMs,iPS Cell,Research Grade,Feng Lan,Stanford Cardiovascular Institute,23290139,Male,African-American, Familial hypertrophic cardiomyopathy ,,,Skin dermal fibroblast,USA
1313,SKIP,SKIP001391,HCM_lll-2 iPSC-CMs,iPS Cell,Research Grade,Feng Lan,Stanford Cardiovascular Institute,23290139,Male,African-American, Familial hypertrophic cardiomyopathy ,,,Skin dermal fibroblast,USA
1314,SKIP,SKIP001392,HCM_lll-3 iPSC-CMs,iPS Cell,Research Grade,Feng Lan,Stanford Cardiovascular Institute,23290139,Male,African-American, Familial hypertrophic cardiomyopathy ,,,Skin dermal fibroblast,USA
1315,SKIP,SKIP001393,HCM_lll-8 iPSC-CMs,iPS Cell,Research Grade,Feng Lan,Stanford Cardiovascular Institute,23290139,Female,African-American, Familial hypertrophic cardiomyopathy ,,,Skin dermal fibroblast,USA
1316,SKIP,SKIP001394,HCM_control_ll-2 iPSC-CMs,iPS Cell,Research Grade,Feng Lan,Stanford Cardiovascular Institute,23290139,Male,Unknown,,,,Skin dermal fibroblast,USA
1317,SKIP,SKIP001395,HCM_control_lll-4 iPSC-CMs,iPS Cell,Research Grade,Feng Lan,Stanford Cardiovascular Institute,23290139,Male,Unknown,,,,Skin dermal fibroblast,USA
1318,SKIP,SKIP001396,HCM_control_lll-5 iPSC-CMs,iPS Cell,Research Grade,Feng Lan,Stanford Cardiovascular Institute,23290139,Male,Unknown,,,,Skin dermal fibroblast,USA
1319,SKIP,SKIP001397,HCM_control_lll-6 iPSC-CMs,iPS Cell,Research Grade,Feng Lan,Stanford Cardiovascular Institute,23290139,Male,Unknown,,,,Skin dermal fibroblast,USA
1320,SKIP,SKIP001398,HCM_control_lll-7 iPSC-CMs,iPS Cell,Research Grade,Feng Lan,Stanford Cardiovascular Institute,23290139,Male,Unknown,,,,Skin dermal fibroblast,USA
1321,SKIP,SKIP001399,LQTS 3-specific iPS cell lines,iPS Cell,Research Grade,Malan D," Life & Brain Center, University of Bonn",21799153,,Unknown,Long-QT syndrome type 3,,,murine embryonic fibroblasts (MEFs),
1322,SKIP,SKIP001400,Control iPS cell lines_LQTS 3 model mouse littermates,iPS Cell,Research Grade,Malan D," Life & Brain Center, University of Bonn",21799153,,Unknown,,,,murine embryonic fibroblasts (MEFs),
1323,SKIP,SKIP001401,iPSC-CMs_OA6 17Cr8,iPS Cell,Research Grade,Robert S. Kass,Columbia University Medical Center,23277474,Male,Unknown,Long-QT syndrome type 3,,,Skin ,USA
1324,SKIP,SKIP001402,iPSC-CMs_HR-I-15,iPS Cell,Research Grade,Robert S. Kass,Columbia University Medical Center,23277474,Male,Unknown,,,,Skin ,USA
1325,SKIP,SKIP001403,iPSC-CMs_HR-II-9,iPS Cell,Research Grade,Robert S. Kass,Columbia University Medical Center,23277474,Female,Unknown,Long-QT syndrome type 2,,,Skin ,USA
1326,SKIP,SKIP001404,miPSC-Scn5a-het,iPS Cell,Research Grade,Davis RP,Leiden University Medical Center,22647976,, 129P2 mice,Overlap Syndrome-SCN5A,,,murine embryonic fibroblasts (MEFs),Netherlands
1327,SKIP,SKIP001405,miPSC-Scn5a-wt,iPS Cell,Research Grade,Davis RP,Leiden University Medical Center,22647976,, 129P2 mice,,,,murine embryonic fibroblasts (MEFs),Netherlands
1328,SKIP,SKIP001406,SCN5A-het hiPSCs,iPS Cell,Research Grade,Davis RP,Leiden University Medical Center,22647976,Male,Unknown,Overlap Syndrome-SCN5A,,,Skin Dermal fibroblasts ,Netherlands
1329,SKIP,SKIP001407,SCN5A-wt hiPSCs,iPS Cell,Research Grade,Davis RP,Leiden University Medical Center,22647976,Female,Unknown,,,,Skin Dermal fibroblasts ,Netherlands
1330,SKIP,SKIP001408,CPVT-iPSC-c1,iPS Cell,Research Grade,Azra Fatima,University of Cologne,22178870,Female,Unknown,Catecholaminergic polymorphic ventricular tachycardia type 1 (CPVT1),,,Skin dermal fibroblasts,Germany
1331,SKIP,SKIP001409,CPVT-iPSC-c2,iPS Cell,Research Grade,Azra Fatima,University of Cologne,22178870,Female,Unknown,Catecholaminergic polymorphic ventricular tachycardia type 1 (CPVT1),,,Skin dermal fibroblasts,Germany
1332,SKIP,SKIP001410,CPVT-iPSC-c5,iPS Cell,Research Grade,Azra Fatima,University of Cologne,22178870,Female,Unknown,Catecholaminergic polymorphic ventricular tachycardia type 1 (CPVT1),,,Skin dermal fibroblasts,Germany
1333,SKIP,SKIP001411,CPVT-iPSC-c6,iPS Cell,Research Grade,Azra Fatima,University of Cologne,22178870,Female,Unknown,Catecholaminergic polymorphic ventricular tachycardia type 1 (CPVT1),,,Skin dermal fibroblasts,Germany
1334,SKIP,SKIP001412,Ctrl-iPSC-1,iPS Cell,Research Grade,Azra Fatima,University of Cologne,22178870,Unknown,Unknown,,,,Skin dermal fibroblasts,Germany
1335,SKIP,SKIP001413,Ctrl-iPSC-2,iPS Cell,Research Grade,Azra Fatima,University of Cologne,22178870,Unknown,Unknown,,,,Skin dermal fibroblasts,Germany
1336,SKIP,SKIP001414,CPVT-iPSC_RYR2_S406L,iPS Cell,Research Grade,Karl-Ludwig Laugwitz,Technische Universitat Munchen,22174035,Female,Caucasian,Catecholaminergic polymorphic ventricular tachycardia type 1 (CPVT1),,,Skin dermal fibroblasts,Germany
1337,SKIP,SKIP001415,control-iPSC,iPS Cell,Research Grade,Karl-Ludwig Laugwitz,Technische Universitat Munchen,22174035,Female,Unknown,,,,Skin dermal fibroblasts,Germany
1338,SKIP,SKIP001416,UTA.05203.CPVT,iPS Cell,Research Grade,Kujala K,University of Tampere,22962621,Male,Unknown,Catecholaminergic polymorphic ventricular tachycardia (CPVT),,,Skin dermal fibroblasts,Finland
1339,SKIP,SKIP001417,UTA.05208.CPVT,iPS Cell,Research Grade,Kujala K,University of Tampere,22962621,Male,Unknown,Catecholaminergic polymorphic ventricular tachycardia (CPVT),,,Skin dermal fibroblasts,Finland
1340,SKIP,SKIP001418,UTA.04602.WT,iPS Cell,Research Grade,Kujala K,University of Tampere,22962621,Female,Unknown,,,,Skin dermal fibroblasts,Finland
1341,SKIP,SKIP001419,CMESC 40,ES Cell,Research Grade,Hideyuki Okano,Keio university,16109758  -- 21126169 ,Female,Unknown,,,,Blastocyst,Japan
1342,SKIP,SKIP001420,CMESC 20,ES Cell,Research Grade,Hideyuki Okano,Keio university,16109758  -- 18331825  -- 23166679 ,Female,Unknown,,,,Blastocyst,Japan
1343,SKIP,SKIP001421,CMESC 30,ES Cell,Research Grade,Hideyuki Okano,Keio university,16109758 ,Female,Unknown,,,,Blastocyst,Japan
1344,SKIP,SKIP001422,cjes001,ES Cell,Research Grade,Ruediger Behr,German Primate Center,19251728 -- 19522672  -- 25785453 ,Female,Unknown,,,,Blastocyst,Germany
1345,SKIP,SKIP001423,ADPKD_P1-iPSCs,iPS Cell,Research Grade,Daisuke Taura,"Department of Medicine and Clinical Science, Kyoto University Graduate School of Medicine",27418197,Female,Unknown,Autosomal dominant polycystic kidney disease,,,Skin ,Japan
1346,SKIP,SKIP001424,DPZcjESC1,ES Cell,Research Grade,Katharina Debowski,German Primate Center,27385131,Male,Unknown,,,,Early morula,Germany
1347,SKIP,SKIP001425,DPZcjESC2,ES Cell,Research Grade,Katharina Debowski,German Primate Center,27385131,Female,Unknown,,,,Early morula,Germany
1348,SKIP,SKIP001426,DPZcjESC3,ES Cell,Research Grade,Katharina Debowski,German Primate Center,27385131,Female,Unknown,,,,Compacted morula,Germany
1349,SKIP,SKIP001427,DPZcjESC4,ES Cell,Research Grade,Katharina Debowski,German Primate Center,27385131,Male,Unknown,,,,Expanded blastocyst,Germany
1350,SKIP,SKIP001428,DPZcj_iPSC1,iPS Cell,Research Grade,Katharina Debowski,German Primate Center,25785453,Male,Unknown,,,,Skin ,Germany
1351,SKIP,SKIP001429,DPZcj_iPSC2,iPS Cell,Research Grade,Katharina Debowski,German Primate Center,25785453,Unknown,Unknown,,,,Skin ,Germany
1352,SKIP,SKIP001430,DPZcj_iPSC3,iPS Cell,Research Grade,Katharina Debowski,German Primate Center,25785453,Unknown,Unknown,,,,Skin ,Germany
1353,SKIP,SKIP001431,DPZcj_iPSC4,iPS Cell,Research Grade,Katharina Debowski,German Primate Center,25785453,Unknown,Unknown,,,,Skin ,Germany
1354,SKIP,SKIP001432,DPZcj_iPSC5,iPS Cell,Research Grade,Katharina Debowski,German Primate Center,25785453,Unknown,Unknown,,,,Skin ,Germany
1355,SKIP,SKIP001433,DPZcj_iPSC6,iPS Cell,Research Grade,Katharina Debowski,German Primate Center,25785453,Unknown,Unknown,,,,Skin ,Germany
1356,SKIP,SKIP001434,Liver iPS A,iPS Cell,Research Grade,Ikuo Tomioka,Central Institute for Experimental Animals,20670273,Female,Unknown,,,,Embryonic hepatocyte,Japan
1357,SKIP,SKIP001435,Liver iPS B,iPS Cell,Research Grade,Ikuo Tomioka,Central Institute for Experimental Animals,20670273,Female,Unknown,,,,Embryonic hepatocyte,Japan
1358,SKIP,SKIP001436,Liver iPS 1,iPS Cell,Research Grade,Ikuo Tomioka,Central Institute for Experimental Animals,20670273,Female,Unknown,,,,Embryonic hepatocyte,Japan
1359,SKIP,SKIP001437,Liver iPS 7,iPS Cell,Research Grade,Ikuo Tomioka,Central Institute for Experimental Animals,20670273,Female,Unknown,,,,Embryonic hepatocyte,Japan
1360,SKIP,SKIP001438,MCS-derived iPSC,iPS Cell,Research Grade,Anastasia Wiedemann,Hannover Medical School,23194452 -- 27888517 ,Female,Unknown,,,,Bone Marrow ,Germany
1361,SKIP,SKIP001439,cj11,ES Cell,Research Grade,James A. Thomson,"Wisconsin Regional Primate Research Center, University of Wisconsin",8828827,Female,Unknown,,,,Blastocyst,USA
1362,SKIP,SKIP001440,cj62,ES Cell,Research Grade,James A. Thomson,"Wisconsin Regional Primate Research Center, University of Wisconsin",8828827,Female,Unknown,,,,Blastocyst,USA
1363,SKIP,SKIP001441,Marmoset iPSC #15,iPS Cell,Research Grade,Yuehong Wu,University of Texas Health Science Center,20363201 -- 23598973  -- 26070112,Female,Unknown,,,,Skin ,USA
1364,SKIP,SKIP001442,Marmoset iPSC #36,iPS Cell,Research Grade,Yuehong Wu,University of Texas Health Science Center,20363201,Female,Unknown,,,,Skin ,USA
1365,SKIP,SKIP001443,Marmoset iPSC #37,iPS Cell,Research Grade,Yuehong Wu,University of Texas Health Science Center,20363201,Female,Unknown,,,,Skin ,USA
1366,SKIP,SKIP001444,Marmoset iPSC #81,iPS Cell,Research Grade,Yuehong Wu,University of Texas Health Science Center,20363201,Female,Unknown,,,,Skin ,USA
1367,SKIP,SKIP001445,Marmoset iPSC #88,iPS Cell,Research Grade,Yuehong Wu,University of Texas Health Science Center,20363201 -- 23598973 -- 26070112,Female,Unknown,,,,Skin ,USA
1368,SKIP,SKIP001446,Marmoset iPSC #A10,iPS Cell,Research Grade,Yuehong Wu,University of Texas Health Science Center,20363201,Female,Unknown,,,,Skin ,USA
1369,SKIP,SKIP001447,Marmoset iPSC #A18,iPS Cell,Research Grade,Yuehong Wu,University of Texas Health Science Center,20363201,Female,Unknown,,,,Skin ,USA
1370,SKIP,SKIP001448,Marmoset iPSC #B8,iPS Cell,Research Grade,Yuehong Wu,University of Texas Health Science Center,20363201 -- 23598973 -- 26070112,Female,Unknown,,,,Skin ,USA
1371,SKIP,SKIP001449,BR29,ES Cell,Research Grade,Seiji Shiozawa,Keio University,21126169,Female,Unknown,EGFP reporter,,,Blastocyst,Japan
1372,SKIP,SKIP001450,iPSC derived from PBMC,iPS Cell,Research Grade,Maya Fuerstenau-Sharp,University Hospital Regensburg,25970162,Female,Caucasian,,,,Peripheral Blood ,Germany
1373,SKIP,SKIP001451,253G4,iPS Cell,Research Grade,Yamanaka Shinya,"Center for iPS Cell Research and Application (CiRA), Kyoto University",18059259,Female,Caucasian,,,,Skin ,Japan
1374,SKIP,SKIP001452,H9,ES Cell,Research Grade,Thomson JA,WiCell Research Institute (Thomson Lab),9804556 -- 27476976,Female,Unknown,,,,Fresh Embryo,USA
1375,SKIP,SKIP001453,iPS-TIG118-4f1,iPS Cell,Research Grade,Shinya Yamanaka,"Center for iPS Cell Research and Application (CiRA), Kyoto University",24259714,Female,Asian,,,,Skin ,Japan
1376,SKIP,SKIP001454,iPS-TIG119-4f1,iPS Cell,Research Grade,Shinya Yamanaka,"Center for iPS Cell Research and Application (CiRA), Kyoto University",24259714,Male,Asian,,,,Skin ,Japan
1377,SKIP,SKIP001455,iPS-TIG121-4f4,iPS Cell,Research Grade,Shinya Yamanaka,"Center for iPS Cell Research and Application (CiRA), Kyoto University",24259714,Male,Asian,,,,Skin ,Japan
1378,SKIP,SKIP001456,iPS-TIG975-e4,iPS Cell,Research Grade,Shinya Yamanaka,"Center for iPS Cell Research and Application (CiRA), Kyoto University",24259714,Female,Asian,,,,Skin ,Japan
1379,SKIP,SKIP001457,iPS-TIG975-e2,iPS Cell,Research Grade,Shinya Yamanaka,"Center for iPS Cell Research and Application (CiRA), Kyoto University",24259714,Female,Asian,,,,Skin ,Japan
1380,SKIP,SKIP001458,ADPKD_P3-iPSCs,iPS Cell,Research Grade,Daisuke Taura,"Department of Medicine and Clinical Science, Kyoto University Graduate School of Medicine",27418197,Male,Unknown,Autosomal dominant polycystic kidney disease,,,Skin ,Japan
1381,SKIP,SKIP001459,ADPKD_P2-iPSCs,iPS Cell,Research Grade,Daisuke Taura,"Department of Medicine and Clinical Science, Kyoto University Graduate School of Medicine",27418197,Female,Unknown,Autosomal dominant polycystic kidney disease,,,Skin ,Japan
1382,SKIP,SKIP001460,ADPKD_P4-iPSCs,iPS Cell,Research Grade,Daisuke Taura,"Department of Medicine and Clinical Science, Kyoto University Graduate School of Medicine",27418197,Male,Unknown,Autosomal dominant polycystic kidney disease,,,Skin ,Japan
1383,SKIP,SKIP001461,ADPKD_P5-iPSCs,iPS Cell,Research Grade,Daisuke Taura,"Department of Medicine and Clinical Science, Kyoto University Graduate School of Medicine",27418197,Male,Unknown,Autosomal dominant polycystic kidney disease,,,Skin ,Japan
1384,SKIP,SKIP001462,ADPKD_P6-iPSCs,iPS Cell,Research Grade,Daisuke Taura,"Department of Medicine and Clinical Science, Kyoto University Graduate School of Medicine",27418197,Female,Unknown,Autosomal dominant polycystic kidney disease,,,Skin ,Japan
1385,SKIP,SKIP001463,ADPKD_P7-iPSCs,iPS Cell,Research Grade,Daisuke Taura,"Department of Medicine and Clinical Science, Kyoto University Graduate School of Medicine",27418197,Female,Unknown,Autosomal dominant polycystic kidney disease,,,Skin ,Japan
1386,SKIP,SKIP001464,744B9,iPS Cell,Research Grade,Yoshinori Yoshida,Kyoto University,27476965,,Unknown,,,,Peripheral Blood ,Japan
1387,SKIP,SKIP001465,DMD-iPS (DYS-HAC)1,iPS Cell,Research Grade,Mitsuo Oshimura,Tottori University,19997091,Male,Caucasian,Duchenne muscular dystrophy (DMD),,,Skin ,Japan
1388,SKIP,SKIP001466,DMD-iPS (DYS-HAC)2,iPS Cell,Research Grade,Mitsuo Oshimura,Tottori University,19997091,Male,Caucasian,Duchenne muscular dystrophy (DMD),,,Skin ,Japan
1389,SKIP,SKIP001467,DMD-iPS (DYS-HAC)3,iPS Cell,Research Grade,Mitsuo Oshimura,Tottori University,19997091,Male,Caucasian,Duchenne muscular dystrophy (DMD),,,Skin ,Japan
1390,SKIP,SKIP001468,DMD-iPS (DYS-HAC)4,iPS Cell,Research Grade,Mitsuo Oshimura,Tottori University,19997091,Male,Caucasian,Duchenne muscular dystrophy (DMD),,,Skin ,Japan
1391,SKIP,SKIP001469,DMD-iPS (DYS-HAC)5,iPS Cell,Research Grade,Mitsuo Oshimura,Tottori University,19997091,Male,Caucasian,Duchenne muscular dystrophy (DMD),,,Skin ,Japan
1392,SKIP,SKIP001470,DMD-iPS (DYS-HAC)6,iPS Cell,Research Grade,Mitsuo Oshimura,Tottori University,19997091,Male,Caucasian,Duchenne muscular dystrophy (DMD),,,Skin ,Japan
1393,SKIP,SKIP001471,DMD-iPS (DYS-HAC)7,iPS Cell,Research Grade,Mitsuo Oshimura,Tottori University,19997091,Male,Caucasian,Duchenne muscular dystrophy (DMD),,,Skin ,Japan
1394,SKIP,SKIP001472,DMD-iPS (DYS-HAC)8,iPS Cell,Research Grade,Mitsuo Oshimura,Tottori University,19997091,Male,Caucasian,Duchenne muscular dystrophy (DMD),,,Skin ,Japan
1395,SKIP,SKIP001473,DMD-iPS (DYS-HAC)9,iPS Cell,Research Grade,Mitsuo Oshimura,Tottori University,19997091,Male,Caucasian,Duchenne muscular dystrophy (DMD),,,Skin ,Japan
1396,SKIP,SKIP001474,DMD-iPS1,iPS Cell,Research Grade,Mitsuo Oshimura,Tottori University,19997091,Male,Caucasian,Duchenne muscular dystrophy (DMD),,,Skin ,Japan
1397,SKIP,SKIP001475,DMD-iPS2,iPS Cell,Research Grade,Mitsuo Oshimura,Tottori University,19997091,Male,Caucasian,Duchenne muscular dystrophy (DMD),,,Skin ,Japan
1398,SKIP,SKIP001476,HES-3,ES Cell,Research Grade,ES Cell International ,ES Cell International Pte Ltd,10748519,Female,Unknown,,,,Frozen Embryo,Singapore
1399,SKIP,SKIP001477,HES-4,ES Cell,Research Grade,ES Cell International ,ES Cell International Pte Ltd,10748519 -- 17557236 -- 17989250  -- 17572666  -- 18278034  -- 19287398 -- 19890880  -- 22529013,Male,Unknown,,,,Frozen Embryo,Singapore
1400,SKIP,SKIP001478,HES-5,ES Cell,Research Grade,ES Cell International ,ES Cell International Pte Ltd,10748519,Male,Unknown,,,,Frozen Embryo,Singapore
1401,SKIP,SKIP001479,HES-6,ES Cell,Research Grade,ES Cell International ,ES Cell International Pte Ltd,10748519,Female,Unknown,,,,Frozen Embryo,Singapore
1402,SKIP,SKIP001480,HUES2,ES Cell,Research Grade,Douglas Melton,"Department of Molecular and Cellular Biology Howard Hughes Medical Institute Harvard Stem Cell Institute, Harvard University",14999088  -- 17989250  -- 17572666  -- 22580589  -- 20014103 -- 17009895 -- 18278034  -- 18550257  -- 19287398 ,Female,Unknown,,,,Frozen Embryo,USA
1403,SKIP,SKIP001481,HUES3,ES Cell,Research Grade,Douglas Melton,"Department of Molecular and Cellular Biology Howard Hughes Medical Institute Harvard Stem Cell Institute, Harvard University",14999088,Male,Unknown,,,,Frozen Embryo,USA
1404,SKIP,SKIP001482,HUES4,ES Cell,Research Grade,Douglas Melton,"Department of Molecular and Cellular Biology Howard Hughes Medical Institute Harvard Stem Cell Institute, Harvard University",14999088  -- 18278034 -- 19287398  -- 19890880  -- 22529013,Male,Unknown,,,,Frozen Embryo,USA
1405,SKIP,SKIP001483,HUES5,ES Cell,Research Grade,Douglas Melton,"Department of Molecular and Cellular Biology Howard Hughes Medical Institute Harvard Stem Cell Institute, Harvard University",14999088,Female,Unknown,,,,Frozen Embryo,USA
1406,SKIP,SKIP001484,HUES6,ES Cell,Research Grade,Douglas Melton,"Department of Molecular and Cellular Biology Howard Hughes Medical Institute Harvard Stem Cell Institute, Harvard University",14999088,Female,Unknown,,,,Frozen Embryo,USA
1407,SKIP,SKIP001485,HUES7,ES Cell,Research Grade,Douglas Melton,"Department of Molecular and Cellular Biology Howard Hughes Medical Institute Harvard Stem Cell Institute, Harvard University",14999088,Male,Unknown,,,,Frozen Embryo,USA
1408,SKIP,SKIP001486,RH5,ES Cell,Research Grade,Paul de Sousa,University of Edinburgh Centre for Regenerative Medicine,17196096 -- 21341268,,Unknown,,,,Fresh embryo (blastocyst),UK
1409,SKIP,SKIP001487,RH6,ES Cell,Research Grade,Paul de Sousa,University of Edinburgh Centre for Regenerative Medicine,17196096 -- 21341268,Female,Unknown,,,,Fresh embryo (blastocyst),UK
1410,SKIP,SKIP001488,RH1,ES Cell,Research Grade,Paul de Sousa,University of Edinburgh Centre for Regenerative Medicine,17196096 -- 21341268 -- 16571074 -- 17979498 -- 18947306,Female,Unknown,,,,Fresh embryo (blastocyst),UK
1411,SKIP,SKIP001489,RH3,ES Cell,Research Grade,Paul de Sousa,University of Edinburgh Centre for Regenerative Medicine,17196096 -- 21341268,Female,Unknown,,,,Fresh embryo (blastocyst),UK
1412,SKIP,SKIP001490,RH4,ES Cell,Research Grade,Paul de Sousa,University of Edinburgh Centre for Regenerative Medicine,17196096 -- 21341268,Male,Unknown,,,,Fresh embryo (blastocyst),UK
1413,SKIP,SKIP001491,RH7,ES Cell,Research Grade,Paul de Sousa,University of Edinburgh Centre for Regenerative Medicine,17196096 -- 21341268,Female,Unknown,,,,Fresh embryo (blastocyst),UK
1414,SKIP,SKIP001492,HUES9,ES Cell,Research Grade,Douglas Melton,"Department of Molecular and Cellular Biology Howard Hughes Medical Institute Harvard Stem Cell Institute, Harvard University",14999088,Female,Unknown,,,,Frozen Embryo,USA
1415,SKIP,SKIP001493,HUES10,ES Cell,Research Grade,Douglas Melton,"Department of Molecular and Cellular Biology Howard Hughes Medical Institute Harvard Stem Cell Institute, Harvard University",14999088  -- 17989250  -- 17287758 -- 17572666 -- 18278034 -- 17009895 ,Male,Unknown,,,,Frozen Embryo,USA
1416,SKIP,SKIP001494,HUES11,ES Cell,Research Grade,Douglas Melton,"Department of Molecular and Cellular Biology Howard Hughes Medical Institute Harvard Stem Cell Institute, Harvard University",14999088  -- 17572666  -- 18278034 ,Male,Unknown,,,,Frozen Embryo,USA
1417,SKIP,SKIP001495,HUES12,ES Cell,Research Grade,Douglas Melton,"Department of Molecular and Cellular Biology Howard Hughes Medical Institute Harvard Stem Cell Institute, Harvard University",14999088 -- 17989250 -- 17464084 -- 17572666 -- 18339803 -- 18278034,Female,Unknown,,,,Frozen Embryo,USA
