_source,_cellid,stem_cell_name,stem_cell_type,cell_grade,produced_by,provider_distributor,reference_publications,gender_of_donor,ethnicity_of_donor,health_status,age_of_donor,source_cell_type,organ_tissue_of_origin_of_source_cell
hPSCreg,WAe001-A-89,"WAe001-A-89 (H1.3-64, H1.364)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-90,"WAe001-A-90 (H1.3-191, H1.3191)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-91,"WAe001-A-91 (H1.4-126, H1.4126)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-92,"WAe001-A-92 (H1.4-143, H1.4143)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-93,"WAe001-A-93 (H1.5-23, H1.523)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-94,"WAe001-A-94 (H1.528, H1.5-28)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-96,"WAe001-A-96 (H1X-10/H1.0-31, H1X10/H1.031)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-97,"WAe001-A-97 (H1X-59/H1.0-19, H1X59/H1019)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-98,"WAe001-A-98 (H1X-10/H1.1-1, H1X10/H1.11)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-99,"WAe001-A-99 (H1X-59/H1.1-13, H1X59/H1.113)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-A,"WAe001-A-A (H1X-10/H1.2-20)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-B,"WAe001-A-B (H1X-59/H1.2-6)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-C,"WAe001-A-C (H1X-10/H1.3-62)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-D,"WAe001-A-D (H1X-59/H1.3-68)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-E,"WAe001-A-E (H1X-10/H1.4-4)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-F,"WAe001-A-F (H1X-59/H1.4-5)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-G,"WAe001-A-G (H1X-10/H1.5-1)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-H,"WAe001-A-H (H1X-59/H1.5-33)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-I,"WAe001-A-I (H1.0-29/H1.1-13)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-J,"WAe001-A-J (H1.0-102/H1.1-34)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-K,"WAe001-A-K (H1.0-29/H1.2-31)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-L,"WAe001-A-L (H1.0-102/H1.2-6)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-M,"WAe001-A-M (H1.0-29/H1.3-22)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-N,"WAe001-A-N (H1.0-102/H1.3-90)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-O,"WAe001-A-O (H1.0-29/H1.4-14)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-P,"WAe001-A-P (H1.0-102/H1.4-19)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-Q,"WAe001-A-Q (H1.0-29/H1.5-6)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-R,"WAe001-A-R (H1.0-102/H1.5-44)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-S,"WAe001-A-S (H1.1-17/H1.2-11)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-T,"WAe001-A-T (H1.1-39/H1.2-9)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-U,"WAe001-A-U (H1.1-17/H1.4-18)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-V,"WAe001-A-V (H1.1-39/H1.4-17)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-W,"WAe001-A-W (H1.1-17/H1.5-14)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-X,"WAe001-A-X (H1.1-39/H1.5-26)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-Y,"WAe001-A-Y (H1.2-13/H1.3-35)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-Z,"WAe001-A-Z (H1.2-124/H1.3-23)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-1A,"WAe001-A-1A (H1.2-13/H1.4-69)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-1B,"WAe001-A-1B (H1.2-124/H1.4-84)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-1C,"WAe001-A-1C (H1.2-13/H1.5-23)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-1D,"WAe001-A-1D (H1.2-124/H1.5-70)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-1E,"WAe001-A-1E (H1.3-64/H1.1-37)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-1F,"WAe001-A-1F (H1.3-191/H1.1-9)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-1G,"WAe001-A-1G (H1.3-64/H1.4-15)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-1H,"WAe001-A-1H (H1.3-191/H1.4-11)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-1I,"WAe001-A-1I (H1.3-64/H1.5-38)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-1J,"WAe001-A-1J (H1.3-191/H1.5-2)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-1K,"WAe001-A-1K (H1.4-126/H1.5-73)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,WAe001-A-1L,"WAe001-A-1L (H1.4-143/H1.5-36)",,,"King Abdullah University of Science and Technology","King Abdullah University of Science and Technology",,male,N/A,healthy,,,
hPSCreg,KCLi001-A,"KCLi001-A (iOP118)",,,"King's College London",,"doi:10.1016/j.scr.2018.07.014 -- doi:10.1038/s41419-019-1498-0 -- doi:10.1016/j.scr.2021.102304 -- doi:10.1007/164_2020_374 -- doi:10.1111/wrr.12925 -- doi:10.1111/exd.14358",female,Caucasian,"atopic eczema",,keratinocyte,
hPSCreg,KCLi002-A,"KCLi002-A (iOP107)",,,"King's College London",,"doi:10.1016/j.scr.2019.101462 -- doi:10.1111/exd.14358 -- doi:10.1007/s12015-021-10200-3 -- doi:10.1007/7651_2020_302",female,Caucasian,"atopic eczema",,keratinocyte,
hPSCreg,KCLi003-A,"KCLi003-A (iOP101)",,,"King's College London",,"doi:10.1016/j.scr.2019.101527 -- doi:10.1016/j.scr.2020.101827 -- doi:10.1111/exd.14358 -- doi:10.1016/j.scr.2021.102463 -- doi:10.1007/7651_2020_302 -- doi:10.1016/j.scr.2024.103306",female,Caucasian,"atopic eczema",,keratinocyte,
hPSCreg,KCLe001-A,"KCLe001-A (KCL-001 (WT-3))",,,"King's College London",,doi:10.1016/s1472-6483(10)61877-9,male,,,,,
hPSCreg,KCLe002-A,"KCLe002-A (KCL-002 (WT-4))",,,"King's College London",,,,,,,,
hPSCreg,KCLe003-A,"KCLe003-A (KCL-003-CF-1)",,,"King's College London",,"doi:10.1038/nbt1318 -- doi:10.1016/s1472-6483(10)61801-9",male,,"Cystic fibrosis",,,
hPSCreg,KCLe004-A,"KCLe004-A (KCL-005_HD1)",,,"King's College London",,doi:10.1007/s11626-010-9276-4,,,"monogenic disease",,,
hPSCreg,KCLe005-A,"KCLe005-A (KCL004)",,,"King's College London",,doi:10.1007/s11626-010-9276-4,male,,,,,
hPSCreg,KCLe006-A,"KCLe006-A (KCL006)",,,"King's College London",,doi:10.1007/s11626-010-9276-4,,,,,,
hPSCreg,KCLe007-A,"KCLe007-A (KCL008_HD2)",,,"King's College London",,doi:10.1007/s11626-010-9276-4,male,,"Klinefelter syndrome",,,
hPSCreg,KCLe008-A,"KCLe008-A (KCL009_trans1)",,,"King's College London",,doi:10.1007/s11626-010-9276-4,female,,"chromosomal disease",,,
hPSCreg,KCLe009-A,"KCLe009-A (KCL012_HD3)",,,"King's College London",,doi:10.1016/j.scr.2016.01.012,male,,"Huntington disease",,,
hPSCreg,KCLe010-A,"KCLe010-A (KCL013_HD4)",,,"King's College London",,doi:10.1016/j.scr.2016.01.011,male,,"Huntington disease",,,
hPSCreg,KCLe011-A,"KCLe011-A (KCL015_VHL2)",,,"King's College London",,,,,"von Hippel-Lindau disease",,,
hPSCreg,KCLe012-A,"KCLe012-A (KCL016_VHL3)",,,"King's College London",,doi:10.1016/j.scr.2015.12.003,,,"von Hippel-Lindau disease",,,
hPSCreg,KCLe013-A,"KCLe013-A (KCL017_VHL4)",,,"King's College London",,doi:10.1016/j.scr.2016.01.013,,,"von Hippel-Lindau disease",,,
hPSCreg,KCLe014-A,"KCLe014-A (KCL018_MD1)",,,"King's College London",,doi:10.1016/j.scr.2016.01.004,,,"myotonic dystrophy type 1",,,
hPSCreg,KCLe015-A,"KCLe015-A (KCL011)",,,"King's College London",,,female,,,,,
hPSCreg,KEIOi001-A,"KEIOi001-A (SM4-4-5)",,,"Keio University",,"doi:10.1016/j.scr.2020.101896 -- doi:10.1016/j.stemcr.2021.04.021 -- doi:10.3390/genes13081483 -- doi:10.1016/j.stem.2023.04.017 -- doi:10.1007/s00401-024-02734-w -- doi:10.3389/fcell.2024.1357204",male,Japanese,"amyotrophic lateral sclerosis type 10",,lymphocyte,
hPSCreg,KEIOi005-A,"KEIOi005-A (KAD-0001, EK-0076)",,,"Keio University",,"doi:10.1016/j.scr.2022.102802 -- doi:10.1016/j.tibtech.2024.01.009 -- doi:10.3390/jdb12010001 -- doi:10.1186/s12929-024-01035-4 -- doi:10.1007/s00401-024-02734-w",male,Japanese,"Alzheimer's Disease",,"epithelial cell",
hPSCreg,KEIUi002-A,"KEIUi002-A (KOMENT-A)",,,"Keio University",,doi:10.1016/j.scr.2023.103017,male,,healthy,,"Peripheral Blood Mononuclear Cell",
hPSCreg,KEIUi003-A,"KEIUi003-A (KOMENT-B)",,,"Keio University",,doi:10.1016/j.scr.2023.103017,male,,healthy,,"Peripheral Blood Mononuclear Cell",
hPSCreg,KEIUi004-A,"KEIUi004-A (EYA4-1)",,,"Keio University",,doi:10.1016/j.scr.2024.103489,female,,"Hearing Loss",,"Derived Peripheral Blood Mononuclear Cell",
hPSCreg,KEIUi005-A,"KEIUi005-A (EYA4-2)",,,"Keio University",,doi:10.1016/j.scr.2024.103489,male,,"Hearing Loss",,"Derived Peripheral Blood Mononuclear Cell",
hPSCreg,KEIUi006-A,"KEIUi006-A (EYA4-3)",,,"Keio University",,doi:10.1016/j.scr.2024.103489,female,,"Hearing Loss",,"Derived Peripheral Blood Mononuclear Cell",
hPSCreg,KEIUi007-A,"KEIUi007-A (EYA4-4)",,,"Keio University",,doi:10.1016/j.scr.2024.103489,male,,"Hearing Loss",,"Derived Peripheral Blood Mononuclear Cell",
hPSCreg,KEIUi008-A,"KEIUi008-A (A1555G)",,,"Keio University",,doi:10.1016/j.scr.2024.103452,male,,"Hearing Loss",,"Derived Peripheral Blood Mononuclear Cell",
hPSCreg,KGUi001-A,"KGUi001-A (AR1023)",,,"Department of Psychiatry, Psychotherapy and Psychosomatic Medicine, University Hospital, Goethe University of Frankfurt/Main",,doi:10.1016/j.scr.2018.09.008,female,caucasian,"obsolete_bipolar disorder",,fibroblast,
hPSCreg,KGUi002-A,"KGUi002-A (AR1034)",,,"Department of Psychiatry, Psychotherapy and Psychosomatic Medicine, University Hospital, Goethe University of Frankfurt/Main",,doi:10.1016/j.scr.2018.09.008,male,caucasian,"obsolete_bipolar disorder",,fibroblast,
hPSCreg,KIe001-A,"KIe001-A (HS181)",,,"Karolinska Institutet",,"doi:10.1093/humrep/deg290 -- doi:10.1093/molehr/gah051 -- doi:10.1089/scd.2004.13.337 -- doi:10.1634/stemcells.2004-0189 -- doi:10.1634/stemcells.2004-0341 -- doi:10.1016/j.fertnstert.2005.12.081 -- doi:10.1002/glia.20463 -- doi:10.1093/humrep/del523 -- doi:10.1038/nbt1318 -- doi:10.1093/humrep/dep232 -- doi:10.1016/j.scr.2008.08.001 -- doi:10.1111/j.1460-9568.2008.06599.x -- doi:10.1186/1471-2164-10-10 -- doi:10.1016/j.stem.2009.08.019 -- doi:10.1038/ncomms4195 -- doi:10.1016/j.leukres.2008.08.028 -- doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.stemcr.2018.06.012 -- doi:10.1002/stem.471 -- doi:10.1038/mt.2010.179 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",female,,healthy,,,
hPSCreg,KIe001-A-1,KIe001-A-1,,,"Karolinska Institutet",,doi:10.1016/j.scr.2020.101810,female,,healthy,,,
hPSCreg,KIe002-A,"KIe002-A (HS207)",,,"Karolinska Institutet","Stem Cell Laboratory","doi:10.1093/humrep/deg290 -- doi:10.1002/9780470151808.sc01c08s10 -- doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",female,,healthy,,,
hPSCreg,KIe003-A,"KIe003-A (HS235)",,,"Karolinska Institutet",,"doi:10.1093/molehr/gah051 -- doi:10.1634/stemcells.2004-0189 -- doi:10.1634/stemcells.2004-0341 -- doi:10.1016/j.fertnstert.2005.12.081 -- doi:10.1634/stemcells.2006-0352 -- doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",female,,,,,
hPSCreg,KIe004-A,"KIe004-A (HS237)",,,"Karolinska Institutet",,"doi:10.1093/molehr/gah051 -- doi:10.1016/s1472-6483(10)62150-5 -- doi:10.1111/j.1582-4934.2004.tb00482.x -- doi:10.1634/stemcells.2004-0189 -- doi:10.1634/stemcells.2004-0341 -- doi:10.1016/j.fertnstert.2005.12.081 -- doi:10.1016/s1472-6483(10)60663-3 -- doi:10.1016/j.fertnstert.2006.07.1509 -- doi:10.1002/glia.20463 -- doi:10.1093/humrep/del523 -- doi:10.1186/1475-925x-6-11 -- doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",female,,,,,
hPSCreg,KIe004-A-1,KIe004-A-1,,,"Karolinska Institutet",,,female,,,,,
hPSCreg,KIe005-A,"KIe005-A (HS293)",,,"Karolinska Institutet",,"doi:10.1634/stemcells.2004-0201 -- doi:10.1016/j.fertnstert.2005.12.081 -- doi:10.1016/s1472-6483(10)60663-3 -- doi:10.1002/glia.20463 -- doi:10.1634/stemcells.2006-0352 -- doi:10.1093/humrep/del523 -- doi:10.1186/1475-925x-6-11 -- doi:10.1073/pnas.0902396106 -- doi:10.1371/journal.pone.0010263 -- doi:10.1016/j.leukres.2008.08.028 -- doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",,,,,,
hPSCreg,KIe006-A,"KIe006-A (HS306)",,,"Karolinska Institutet",,"doi:10.1634/stemcells.2004-0201 -- doi:10.1016/s1472-6483(10)60663-3 -- doi:10.1002/glia.20463 -- doi:10.1038/oby.2007.595 -- doi:10.1093/humrep/del523 -- doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",female,,,,,
hPSCreg,KIe006-A-1,KIe006-A-1,,,"Karolinska Institutet",,,female,,,,,
hPSCreg,KIe007-A,"KIe007-A (HS346)",,,"Karolinska Institutet",,"doi:10.1634/stemcells.2004-0201 -- doi:10.1016/s1472-6483(10)60663-3 -- doi:10.1002/glia.20463 -- doi:10.1038/oby.2007.595 -- doi:10.1038/nbt1318 -- doi:10.1111/j.1582-4934.2009.00916.x -- doi:10.1016/j.scr.2008.08.001 -- doi:10.1038/nature22312 -- doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",female,,,,,
hPSCreg,KIe007-A-1,KIe007-A-1,,,"Karolinska Institutet",,,female,,,,,
hPSCreg,KIe008-A,"KIe008-A (HS351)",,,"Karolinska Institutet",,"doi:10.1634/stemcells.2004-0201 -- doi:10.1073/pnas.0902396106 -- doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",female,,,,,
hPSCreg,KIe008-A-1,KIe008-A-1,,,"Karolinska Institutet",,,female,,,,,
hPSCreg,KIe009-A,"KIe009-A (HS360)",,,"Karolinska Institutet",,"doi:10.1634/stemcells.2004-0201 -- doi:10.1111/j.1582-4934.2009.00916.x -- doi:10.1016/j.scr.2008.08.001 -- doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329 -- doi:10.1016/j.isci.2022.105279",male,,,,,
hPSCreg,KIe009-A-1,KIe009-A-1,,,"Karolinska Institutet",,,male,,,,,
hPSCreg,KIe010-A,"KIe010-A (HS361)",,,"Karolinska Institutet",,"doi:10.1634/stemcells.2004-0201 -- doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",male,,,,,
hPSCreg,KIe010-A-1,KIe010-A-1,,,"Karolinska Institutet",,,male,,,,,
hPSCreg,KIe011-A,"KIe011-A (HS362)",,,"Karolinska Institutet",,"doi:10.1634/stemcells.2004-0201 -- doi:10.1016/s1472-6483(10)60663-3 -- doi:10.1016/j.scr.2008.08.001 -- doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",male,,,,,
hPSCreg,KIe011-A-1,KIe011-A-1,,,"Karolinska Institutet",,,male,,,,,
hPSCreg,KIe012-A,"KIe012-A (HS363)",,,"Karolinska Institutet",,"doi:10.1634/stemcells.2004-0201 -- doi:10.1016/s1472-6483(10)60663-3 -- doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",male,,,,,
hPSCreg,KIe012-A-1,KIe012-A-1,,,"Karolinska Institutet",,,male,,,,,
hPSCreg,KIe013-A,"KIe013-A (HS364)",,,"Karolinska Institutet",,"doi:10.1634/stemcells.2004-0201 -- doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",male,,,,,
hPSCreg,KIe013-A-1,KIe013-A-1,,,"Karolinska Institutet",,,male,,,,,
hPSCreg,KIe014-A,"KIe014-A (HS366)",,,"Karolinska Institutet",,"doi:10.1634/stemcells.2004-0201 -- doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",female,,,,,
hPSCreg,KIe014-A-1,KIe014-A-1,,,"Karolinska Institutet",,,female,,,,,
hPSCreg,KIe015-A,"KIe015-A (HS368)",,,"Karolinska Institutet",,"doi:10.1634/stemcells.2004-0201 -- doi:10.1016/s1472-6483(10)60663-3 -- doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",male,,,,,
hPSCreg,KIe015-A-1,KIe015-A-1,,,"Karolinska Institutet",,,male,,,,,
hPSCreg,KIe016-A,"KIe016-A (HS380)",,,"Karolinska Institutet",,"doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",male,,,,,
hPSCreg,KIe016-A-1,KIe016-A-1,,,"Karolinska Institutet",,,male,,,,,
hPSCreg,KIe017-A,"KIe017-A (HS382)",,,"Karolinska Institutet",,"doi:10.1002/glia.20463 -- doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",male,,,,,
hPSCreg,KIe017-A-1,KIe017-A-1,,,"Karolinska Institutet",,,male,,,,,
hPSCreg,KIe018-A,"KIe018-A (HS400)",,,"Karolinska Institutet",,"doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",female,,,,,
hPSCreg,KIe018-A-1,KIe018-A-1,,,"Karolinska Institutet",,,female,,,,,
hPSCreg,KIe019-A,"KIe019-A (HS401)",,,"Karolinska Institutet",,"doi:10.1002/9780470151808.sc01c08s10 -- doi:10.1073/pnas.0902396106 -- doi:10.1016/j.scr.2008.08.001 -- doi:10.1634/stemcells.2008.0111 -- doi:10.1038/ncomms4195 -- doi:10.1038/nature22312 -- doi:10.1371/journal.pone.0010263 -- doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",male,,,,,
hPSCreg,KIe019-A-1,KIe019-A-1,,,"Karolinska Institutet",,,male,,,,,
hPSCreg,KIe020-A,"KIe020-A (HS402)",,,"Karolinska Institutet",,"doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",,,,,,
hPSCreg,KIe020-A-1,KIe020-A-1,,,"Karolinska Institutet",,,,,,,,
hPSCreg,KIe021-A,"KIe021-A (HS415)",,,"Karolinska Institutet",,"doi:10.1093/humrep/dem335 -- doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",female,,,,,
hPSCreg,KIe021-A-1,KIe021-A-1,,,"Karolinska Institutet",,,female,,,,,
hPSCreg,KIe022-A,"KIe022-A (HS420)",,,"Karolinska Institutet",,"doi:10.1093/humrep/dem335 -- doi:10.1038/nature22312 -- doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",male,,,,,
hPSCreg,KIe022-A-1,KIe022-A-1,,,"Karolinska Institutet",,,male,,,,,
hPSCreg,KIe023-A,"KIe023-A (HS426)",,,"Karolinska Institutet",,"doi:10.1093/humrep/dem335 -- doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",male,,,,,
hPSCreg,KIe024-A,"KIe024-A (HS429)",,,"Karolinska Institutet",,"doi:10.1093/humrep/dem335 -- doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",female,,,,,
hPSCreg,KIe024-A-1,"KIe024-A-1 (HS429A)",,,"Karolinska Institutet",,,female,,,,,
hPSCreg,KIe024-A-2,"KIe024-A-2 (HS429B)",,,"Karolinska Institutet",,,female,,,,,
hPSCreg,KIe024-A-3,"KIe024-A-3 (HS429C)",,,"Karolinska Institutet",,,female,,,,,
hPSCreg,KIe024-A-4,"KIe024-A-4 (HS429D)",,,"Karolinska Institutet",,,female,,,,,
hPSCreg,KIe025-A,"KIe025-A (HS475)",,,"Karolinska Institutet",,"doi:10.1093/humrep/dem335 -- doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",,,,,,
hPSCreg,KIe026-A,"KIe026-A (HS480)",,,"Karolinska Institutet",,"doi:10.1093/humrep/dem335 -- doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",,,,,,
hPSCreg,KIe027-A,"KIe027-A (HS481)",,,"Karolinska Institutet",,"doi:10.1093/humrep/dem335 -- doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",,,,,,
hPSCreg,KIe028-A,"KIe028-A (HS491)",,,"Karolinska Institutet",,"doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",,,,,,
hPSCreg,KIe029-A,"KIe029-A (HS422)",,,"Karolinska Institutet",,"doi:10.1093/humrep/dem335 -- doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",,,,,,
hPSCreg,KIe030-A,"KIe030-A (HS356)",,,"Karolinska Institutet",,"doi:10.1634/stemcells.2004-0201 -- doi:10.1016/j.scr.2020.101810",,,,,,
hPSCreg,KIe031-A,"KIe031-A (HS539)",,,"Karolinska Institutet",,"doi:10.1007/s11626-010-9308-0 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1371/journal.pone.0015329",,,,,,
hPSCreg,KIe032-A,"KIe032-A (HS975)",,,"Karolinska Institutet","Stem Cell Laboratory","doi:10.1038/ncomms4195 -- doi:10.1038/nature22312 -- doi:10.1016/j.scr.2020.101810",female,,healthy,,,
hPSCreg,KIe033-A,"KIe033-A (HS980)",,,"Karolinska Institutet","Stem Cell Laboratory","doi:10.1038/ncomms4195 -- doi:10.1038/nature22312 -- doi:10.1016/j.scr.2020.101810 -- doi:10.1038/s41467-020-16225-5 -- doi:10.1002/sctm.19-0396",female,,healthy,,,
