_source,_cellid,stem_cell_name,stem_cell_type,cell_grade,produced_by,provider_distributor,reference_publications,gender_of_donor,ethnicity_of_donor,health_status,age_of_donor,source_cell_type,organ_tissue_of_origin_of_source_cell
SKIP,SKIP001182,40FSDNC15,"iPS Cell","Research Grade","Joseph C Wu","Stanford Cardiovascular Institute, Stanford University School of Medicine, Stanford, California, USA.",27089514,Female,Unknown,"breast cancer",,,"Skin "
SKIP,SKIP001183,51FSDNC18,"iPS Cell","Research Grade","Joseph C Wu","Stanford Cardiovascular Institute, Stanford University School of Medicine, Stanford, California, USA.",27089514,Female,Unknown,"breast cancer",,,"Skin "
SKIP,SKIP001184,79FSDNC1,"iPS Cell","Research Grade","Joseph C Wu","Stanford Cardiovascular Institute, Stanford University School of Medicine, Stanford, California, USA.",27089514,Female,Unknown,"breast cancer",,,"Skin "
SKIP,SKIP001185,"GNS 362","Cancer Stem Cell","Research Grade","Steven M. Pollard,  Peter Dirks et al.","Arthur and Sonia Labatt Brain Tumor Research Center, Program in Developmental and Stem Cell Biology, The Hospital for Sick Children, University of Toronto","27300435 -- 19497285  -- 23108137",Male,Unknown,"Recurrent Glioblastoma multiforme",,,"Nervous System CNS"
SKIP,SKIP001186,GNS411,"Cancer Stem Cell","Research Grade","Steven M. Pollard,  Peter Dirks et al.","Arthur and Sonia Labatt Brain Tumor Research Center, Program in Developmental and Stem Cell Biology, The Hospital for Sick Children, University of Toronto","19497285  -- 27300435 -- 23108137",Male,Unknown,"Glioblastoma multiforme",,,"Nervous System CNS"
SKIP,SKIP001187,GNS144,"Cancer Stem Cell","Research Grade","Steven M. Pollard,  Peter Dirks et al.","Arthur and Sonia Labatt Brain Tumor Research Center, Program in Developmental and Stem Cell Biology, The Hospital for Sick Children, University of Toronto","19497285 -- 27300435 -- 23108137",Male,Caucasian,"Glioblastoma multiforme",,,"Nervous System "
SKIP,SKIP001188,GNS481,"Cancer Stem Cell","Research Grade","Peter B. Dirks","Arthur and Sonia Labatt Brain Tumor Research Center and Developmental and Stem Cell Biology, The Hospital for Sick Children (SickKids)","27300435 -- 19497285 -- 23108137",Female,Caucasian,"Glioblastoma multiforme",,,"Nervous System Glioma"
SKIP,SKIP001190,HPS0414,"iPS Cell","Research Grade",,,,,"Asian : Japanese","Primary Lateral Sclerosis",,,"Peripheral Blood blood mononuclear cell"
SKIP,SKIP001191,HPS0426,"iPS Cell","Research Grade","Yamanaka Shinya","Center for iPS Cell Research and Application (CiRA), Kyoto University",,,"Asian : Japanese","Charcot-Marie-Tooth disease",,,"Peripheral Blood blood mononuclear cell"
SKIP,SKIP001192,HPS0429,"iPS Cell","Research Grade","Yamanaka Shinya","Center for iPS Cell Research and Application (CiRA), Kyoto University",,,Unknown,"Charcot-Marie-Tooth disease",,,"Peripheral Blood blood mononuclear cell"
SKIP,SKIP001193,HPS0507,"iPS Cell","Research Grade","Yamanaka Shinya","Center for iPS Cell Research and Application (CiRA), Kyoto University",,,"Asian : Japanese","Charcot-Marie-Tooth disease",,,"Peripheral Blood blood mononuclear cell"
SKIP,SKIP001194,HPS0508,"iPS Cell","Research Grade","Yamanaka Shinya","Center for iPS Cell Research and Application (CiRA), Kyoto University",,,"Asian : Japanese","Charcot-Marie-Tooth disease",,,"Peripheral Blood blood mononuclear cell"
SKIP,SKIP001195,GM25541,"iPS Cell","Research Grade","Coriell Institute for Medical Research","Coriell Institute for Medical Research",15131795,Male,Caucasian,"LESCH-NYHAN SYNDROME:Hypoxanthine-guanine phosphoribosyltransferase deficiency",,,"Skin "
SKIP,SKIP001196,GM25313,"iPS Cell","Research Grade","Coriell Institute for Medical Research","Coriell Institute for Medical Research",23665875,Male,"Caucasian : USA","Duchenne muscular dystrophy (DMD)",,,"Skin "
SKIP,SKIP001197,WIS2-NANOS3-mCherry,"ES Cell","Research Grade","Azim Surani/Jacob Hanna","Wellcome Trust/Cancer Research UK Gurdon Institute, University of Cambridge/ Weizmann Institute of Science",25543152,Male,Unknown,,,,blastocyst
SKIP,SKIP001198,SPG11-11,"iPS Cell","Research Grade","Beate Winner","IZKF Junior Research Group III and BMBF Research Group Neuroscience, Friedrich-Alexander-Universitaet Erlangen-Nuernberg (FAU)",26971897,Female,Caucasian,"hereditary spastic paraplegia ",,,"Skin fibroblast"
SKIP,SKIP001199,SPG11-12,"iPS Cell","Research Grade","Beate Winner","IZKF Junior Research Group III and BMBF Research Group Neuroscience, Friedrich-Alexander-Universitaet Erlangen-Nuernberg (FAU)",26971897,Female,Caucasian,"hereditary spastic paraplegia ",,,"Skin fibroblast"
SKIP,SKIP001200,SPG11-21,"iPS Cell","Research Grade","Beate Winner","IZKF Junior Research Group III and BMBF Research Group Neuroscience, Friedrich-Alexander-Universitaet Erlangen-Nuernberg (FAU)",26971897,Female,Caucasian,"hereditary spastic paraplegia ",,,"Skin fibroblast"
SKIP,SKIP001201,SPG11-22,"iPS Cell","Research Grade","Beate Winner","IZKF Junior Research Group III and BMBF Research Group Neuroscience, Friedrich-Alexander-Universitaet Erlangen-Nuernberg (FAU)",26971897,Female,Caucasian,"hereditary spastic paraplegia ",,,"Skin fibroblast"
SKIP,SKIP001202,SPG11-31,"iPS Cell","Research Grade","Beate Winner","IZKF Junior Research Group III and BMBF Research Group Neuroscience, Friedrich-Alexander-Universitaet Erlangen-Nuernberg (FAU)",26971897,Female,Caucasian,"hereditary spastic paraplegia ",,,"Skin fibroblast"
SKIP,SKIP001203,SPG11-32,"iPS Cell","Research Grade","Beate Winner","IZKF Junior Research Group III and BMBF Research Group Neuroscience, Friedrich-Alexander-Universitaet Erlangen-Nuernberg (FAU)",26971897,Female,Caucasian,"hereditary spastic paraplegia ",,,"Skin fibroblast"
SKIP,SKIP001204,SPG11-CTRL-12,"iPS Cell","Research Grade","Beate Winner","IZKF Junior Research Group III and BMBF Research Group Neuroscience, Friedrich-Alexander-Universitaet Erlangen-Nuernberg (FAU)",26971897,Male,Caucasian,,,,"Skin fibroblast"
SKIP,SKIP001205,SPG11-CTRL-13,"iPS Cell","Research Grade","Beate Winner","IZKF Junior Research Group III and BMBF Research Group Neuroscience, Friedrich-Alexander-Universitaet Erlangen-Nuernberg (FAU)",26971897,Male,Caucasian,,,,"Skin fibroblast"
SKIP,SKIP001206,SPG11-CTRL-21,"iPS Cell","Research Grade","Beate Winner","IZKF Junior Research Group III and BMBF Research Group Neuroscience, Friedrich-Alexander-Universitaet Erlangen-Nuernberg (FAU)",26971897,Female,Caucasian,,,,"Skin fibroblast"
SKIP,SKIP001207,SPG11-CTRL-22,"iPS Cell","Research Grade","Beate Winner","IZKF Junior Research Group III and BMBF Research Group Neuroscience, Friedrich-Alexander-Universitaet Erlangen-Nuernberg (FAU)",26971897,Female,Caucasian,,,,"Skin fibroblast"
SKIP,SKIP001208,i07-03#3,"iPS Cell","Research Grade","Flora M. Vaccarino","Program in Neurodevelopment and Regeneration, Yale University",26186191,Male,Unknown,"autism spectrum disorder",,,"Skin fibroblast"
SKIP,SKIP001209,i07-03#7,"iPS Cell","Research Grade","Flora M. Vaccarino","Program in Neurodevelopment and Regeneration, Yale University",26186191,Male,Unknown,"autism spectrum disorder",,,"Skin fibroblast"
SKIP,SKIP001210,i07-03#9,"iPS Cell","Research Grade","Flora M. Vaccarino","Program in Neurodevelopment and Regeneration, Yale University",26186191,Male,Unknown,"autism spectrum disorder",,,"Skin fibroblast"
SKIP,SKIP001211,i1120-03#1,"iPS Cell","Research Grade","Flora M. Vaccarino","Program in Neurodevelopment and Regeneration, Yale University",26186191,Male,Unknown,"autism spectrum disorder",,,"Skin fibroblast"
SKIP,SKIP001212,i1120-03#2,"iPS Cell","Research Grade","Flora M. Vaccarino","Program in Neurodevelopment and Regeneration, Yale University",26186191,Male,Unknown,"autism spectrum disorder",,,"Skin fibroblast"
SKIP,SKIP001213,i1120-03#5,"iPS Cell","Research Grade","Flora M. Vaccarino","Program in Neurodevelopment and Regeneration, Yale University",26186191,Male,Unknown,"autism spectrum disorder",,,"Skin fibroblast"
SKIP,SKIP001214,i07-01#1,"iPS Cell","Research Grade","Flora M. Vaccarino","Program in Neurodevelopment and Regeneration, Yale University",26186191,Male,Unknown,,,,"Skin fibroblast"
SKIP,SKIP001215,i07-01#2,"iPS Cell","Research Grade","Flora M. Vaccarino","Program in Neurodevelopment and Regeneration, Yale University",26186191,Male,Unknown,,,,"Skin fibroblast"
SKIP,SKIP001216,i07-01#4,"iPS Cell","Research Grade","Flora M. Vaccarino","Program in Neurodevelopment and Regeneration, Yale University",26186191,Male,Unknown,,,,"Skin fibroblast"
SKIP,SKIP001217,i07-02#3,"iPS Cell","Research Grade","Flora M. Vaccarino","Program in Neurodevelopment and Regeneration, Yale University",26186191,Female,Unknown,,,,"Skin fibroblast"
SKIP,SKIP001218,i07-02#5,"iPS Cell","Research Grade","Flora M. Vaccarino","Program in Neurodevelopment and Regeneration, Yale University",26186191,Female,Unknown,,,,"Skin fibroblast"
SKIP,SKIP001219,i07-02#10,"iPS Cell","Research Grade","Flora M. Vaccarino","Program in Neurodevelopment and Regeneration, Yale University",26186191,Female,Unknown,,,,"Skin fibroblast"
SKIP,SKIP001220,i1120-01#6,"iPS Cell","Research Grade","Flora M. Vaccarino","Program in Neurodevelopment and Regeneration, Yale University",26186191,Male,Unknown,,,,"Skin fibroblast"
SKIP,SKIP001221,i1120-01#7,"iPS Cell","Research Grade","Flora M. Vaccarino","Program in Neurodevelopment and Regeneration, Yale University",26186191,Male,Unknown,,,,"Skin fibroblast"
SKIP,SKIP001222,i1120-01#Epi2,"iPS Cell","Research Grade","Flora M. Vaccarino","Program in Neurodevelopment and Regeneration, Yale University",26186191,Male,Unknown,,,,"Skin fibroblast"
SKIP,SKIP001223,i1120-01#Epi4,"iPS Cell","Research Grade","Flora M. Vaccarino","Program in Neurodevelopment and Regeneration, Yale University",26186191,Male,Unknown,,,,"Skin fibroblast"
SKIP,SKIP001224,i1120-01#Epi9,"iPS Cell","Research Grade","Flora M. Vaccarino","Program in Neurodevelopment and Regeneration, Yale University",26186191,Male,Unknown,,,,"Skin fibroblast"
SKIP,SKIP001225,ACGII-2-iChon,"iPS Cell","Research Grade","Minoru Okada","Center for iPS Cell Research and Application, Kyoto University","25187577 ",Male,Asian,"Achondrogenesis type II (ACG2) ",,,"Skin fibroblast"
SKIP,SKIP001226,HCG-1-iChon,"iPS Cell","Research Grade","Minoru Okada","Center for iPS Cell Research and Application, Kyoto University","25187577 ",Male,Asian,Hypochondrogenesis,,,"Skin fibroblast"
SKIP,SKIP001227,SPD-1-iChon,"iPS Cell","Research Grade","Minoru Okada","Center for iPS Cell Research and Application, Kyoto University","25187577 ",Male,Caucasian,"Spondyloperipheral dysplasia",,,"Skin fibroblast"
SKIP,SKIP001228,253F,"iPS Cell","Research Grade","Masato Nakagawa","Center for iPS Cell Research and Application, Kyoto University",18059259,Female,Caucasian,,,,"Skin fibroblast"
SKIP,SKIP001229,606A1,"iPS Cell","Research Grade","Keisuke Okita","Center for iPS Cell Research and Application, Kyoto University",23193063,Female,Unknown,,,,"CD34+ cord blood"
SKIP,SKIP001230,3L6,"iPS Cell","Research Grade","Fen-Biao Gao","Department of Neurology, University of Maassachusetts Medical School",27594586,Unknown,Unknown,"Frontotemporal dementia (FTD)",,,"Skin "
SKIP,SKIP001231,3L9,"iPS Cell","Research Grade","Fen-Biao Gao","Department of Neurology, University of Maassachusetts Medical School",27594586,Unknown,Unknown,"Frontotemporal dementia (FTD)",,,"Skin "
SKIP,SKIP001232,ND34732,"iPS Cell","Research Grade","Li-Huei Tsai"," Picower Institute for Learning and Memory, Department of Brain and Cognitive Sciences, Massachusetts Institute of Technology",27622770,Female,Unknown,"Familial Alzheimer`s Disease",,,"Skin fibroblast"
SKIP,SKIP001233,AG06840,"iPS Cell","Research Grade","Li-Huei Tsai","Picower Institute for Learning and Memory, Department of Brain and Cognitive Sciences, Massachusetts Institute of Technology",27622770,Male,"Caucasian : Canadian","Familial Alzheimer`s Disease",,,"Skin fibroblast"
SKIP,SKIP001234,CS-0020-01,"iPS Cell","Research Grade","Li-Huei Tsai"," Picower Institute for Learning and Memory, Department of Brain and Cognitive Sciences, Massachusetts Institute of Technology",27622770,Male,Unknown,,,,"Skin fibroblast"
SKIP,SKIP001235,AG09173,"iPS Cell","Research Grade","Li-Huei Tsai"," Picower Institute for Learning and Memory, Department of Brain and Cognitive Sciences, Massachusetts Institute of Technology",27622770,Female,"Caucasian : German",,,,"Skin fibroblast"
SKIP,SKIP001236,WS17-c2,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Male,Unknown,"Williams-Beuren syndrome",,,"dental pulp cells"
SKIP,SKIP001237,WS17-c1,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Male,Unknown,"Williams-Beuren syndrome",,,"dental pulp cells"
SKIP,SKIP001238,WS17-c4,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Male,Unknown,"Williams-Beuren syndrome",,,"dental pulp cells"
SKIP,SKIP001239,WS25-c1,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Female,Unknown,"Williams-Beuren syndrome",,,"dental pulp cells"
SKIP,SKIP001240,WS25-c3,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Female,Unknown,"Williams-Beuren syndrome",,,"dental pulp cells"
SKIP,SKIP001241,WS25-c4,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Female,Unknown,"Williams-Beuren syndrome",,,"dental pulp cells"
SKIP,SKIP001242,WS77-c1,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Female,Unknown,"Williams-Beuren syndrome",,,"dental pulp cells"
SKIP,SKIP001243,WS77-c4,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Female,Unknown,"Williams-Beuren syndrome",,,"dental pulp cells"
SKIP,SKIP001244,WS77-c5,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Female,Unknown,"Williams-Beuren syndrome",,,"dental pulp cells"
SKIP,SKIP001245,WS79-c2,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Male,Unknown,"Williams-Beuren syndrome",,,"dental pulp cells"
SKIP,SKIP001246,WS79-c3,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Male,Unknown,"Williams-Beuren syndrome",,,"dental pulp cells"
SKIP,SKIP001247,WS79-c5,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Male,Unknown,"Williams-Beuren syndrome",,,"dental pulp cells"
SKIP,SKIP001248,pWS88-c0,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Male,Unknown,"Williams-Beuren syndrome",,,"dental pulp cells"
SKIP,SKIP001249,pWS88-c1,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Male,Unknown,"Williams-Beuren syndrome",,,"dental pulp cells"
SKIP,SKIP001250,pWS88-c2,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Male,Unknown,"Williams-Beuren syndrome",,,"dental pulp cells"
SKIP,SKIP001251,pWS88-c15,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Male,Unknown,"Williams-Beuren syndrome",,,"dental pulp cells"
SKIP,SKIP001252,pWS88-c18,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Male,Unknown,"Williams-Beuren syndrome",,,"dental pulp cells"
SKIP,SKIP001253,TD55-c5,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Female,Unknown,,,,"dental pulp cells"
SKIP,SKIP001254,TD55-c6,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Female,Unknown,,,,"dental pulp cells"
SKIP,SKIP001255,TD55-c15,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Female,Unknown,,,,"dental pulp cells"
SKIP,SKIP001256,TD59-c1,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Male,Unknown,,,,"dental pulp cells"
SKIP,SKIP001257,TD59-c2,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Male,Unknown,,,,"dental pulp cells"
SKIP,SKIP001258,TD59-c4,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Male,Unknown,,,,"dental pulp cells"
SKIP,SKIP001259,TD63-c1,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Female,Unknown,,,,"dental pulp cells"
SKIP,SKIP001260,TD63-c3,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Female,Unknown,,,,"dental pulp cells"
SKIP,SKIP001261,TD63-c6,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Female,Unknown,,,,"dental pulp cells"
SKIP,SKIP001262,TD70-c2,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Male,Unknown,,,,"dental pulp cells"
SKIP,SKIP001263,TD70-c4,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Male,Unknown,,,,"dental pulp cells"
SKIP,SKIP001264,TD70-c5,"iPS Cell","Research Grade","Alysson R. Muotri","University of California San Diego, School of Medicine, UCSD Stem Cell Program, Department of Pediatrics/Rady Children`s Hospital San Diego",27509850,Male,Unknown,,,,"dental pulp cells"
SKIP,SKIP001265,FTD2E1,"iPS Cell","Research Grade","Haruhisa Inoue","Center for iPS Cell Research and Application (CiRA)","27721502 ",Female,Unknown,"Frontotemporal dementia",,,"Peripheral Blood peripheral blood mononuclear cell"
SKIP,SKIP001266,"FTD2E1 corrected 36-20","iPS Cell","Research Grade","Haruhisa Inoue","Center for iPS Cell Research and Application (CiRA)","27721502 ",Female,Unknown,"Frontotemporal dementia",,,"Peripheral Blood peripheral blood mononuclear cell"
SKIP,SKIP001267,ND40071E11,"iPS Cell","Research Grade","Haruhisa Inoue","Center for iPS Cell Research and Application (CiRA)","27721502 ",Male,Caucasian,"Frontotemporal dementia",,,"Skin skin fibroblast"
SKIP,SKIP001268,SCD166-2-3,"iPS Cell","Research Grade","Keiko Muguruma","RIKEN Center for Developmental Biology",27806289,Male,Asian,"Spinocerebellar ataxia type 6 (SCA6)",,,"Skin fibroblast"
SKIP,SKIP001269,SCD166-2-14,"iPS Cell","Research Grade","Keiko Muguruma","RIKEN Center for Developmental Biology",27806289,Male,Asian,"Spinocerebellar ataxia type 6 (SCA6)",,,"Skin fibroblast"
SKIP,SKIP001270,SCD166-2-16,"iPS Cell","Research Grade","Keiko Muguruma","RIKEN Center for Developmental Biology",27806289,Male,Asian,"Spinocerebellar ataxia type 6 (SCA6)",,,"Skin fibroblast"
SKIP,SKIP001271,SCD16-2E,"iPS Cell","Research Grade","Keiko Muguruma","RIKEN Center for Developmental Biology",27806289,Male,Asian,"Spinocerebellar ataxia type 6 (SCA6)",,,"Peripheral Blood peripheral blood mononuclear cell"
SKIP,SKIP001272,SCD162-6-2,"iPS Cell","Research Grade","Keiko Muguruma","RIKEN Center for Developmental Biology",27806289,Male,Asian,"Spinocerebellar ataxia type 6 (SCA6)",,,"Skin fibroblast"
SKIP,SKIP001273,SCD162-13-2,"iPS Cell","Research Grade","Keiko Muguruma","RIKEN Center for Developmental Biology",27806289,Male,Asian,"Spinocerebellar ataxia type 6 (SCA6)",,,"Skin fibroblast"
SKIP,SKIP001274,SCD162-17-2,"iPS Cell","Research Grade","Keiko Muguruma","RIKEN Center for Developmental Biology",27806289,Male,Asian,"Spinocerebellar ataxia type 6 (SCA6)",,,"Skin fibroblast"
SKIP,SKIP001275,HC-4-EL1,"iPS Cell","Research Grade","Keiko Muguruma","RIKEN Center for Developmental Biology",27806289,Male,Asian,,,,"Peripheral Blood peripheral blood mononuclear cell"
SKIP,SKIP001276,HC-6-1,"iPS Cell","Research Grade","Keiko Muguruma","RIKEN Center for Developmental Biology",27806289,Female,Asian,,,,"Peripheral Blood peripheral blood mononuclear cell"
SKIP,SKIP001277," CPVT-iPSCs clone 7.5","iPS Cell","Research Grade","Atara Novak","Ruth & Bruce Rappaport Faculty of Medicine, Technion - Israel Institute of Technology",22050625,Male,Unknown,"Catecholaminergic polymorphic ventricular tachycardia (CPVT)",,,"Skin dermal fibroblasts"
SKIP,SKIP001278," CPVT-iPSCs clone 12.4","iPS Cell","Research Grade","Atara Novak","Ruth & Bruce Rappaport Faculty of Medicine, Technion - Israel Institute of Technology",22050625,Female,Unknown,"Catecholaminergic polymorphic ventricular tachycardia (CPVT)",,,"Skin dermal fibroblasts"
SKIP,SKIP001279," Control-iPSCs clone 5.2","iPS Cell","Research Grade","Atara Novak","Ruth & Bruce Rappaport Faculty of Medicine, Technion - Israel Institute of Technology",22050625,Male,Unknown,,,,"Skin dermal fibroblasts"
SKIP,SKIP001280,"Control-iPSCs clone 3.3","iPS Cell","Research Grade","Atara Novak","Ruth & Bruce Rappaport Faculty of Medicine, Technion - Israel Institute of Technology",22050625,Female,Unknown,,,,"Skin dermal fibroblasts"
SKIP,SKIP001281,"Control-iPSCs clone KTR13","iPS Cell","Research Grade","Atara Novak","Ruth & Bruce Rappaport Faculty of Medicine, Technion - Israel Institute of Technology",22050625,Female,Unknown,,,,"Skin Hair keratinocytes"
SKIP,SKIP001282," CPVT-iPSCs clone 7.6","iPS Cell","Research Grade","Atara Novak","Ruth & Bruce Rappaport Faculty of Medicine, Technion - Israel Institute of Technology",22050625,Male,Unknown,"Catecholaminergic polymorphic ventricular tachycardia (CPVT)",,,"Skin dermal fibroblasts"
SKIP,SKIP001283,HPS0186,"iPS Cell","Research Grade","Riken Bioresource Center","Riken Bioresource Center",,,"Asian : Japanese","Progressive systemic sclerosis (PSS)",,,"Skin Skin"
SKIP,SKIP001284,"BT142 mut/- ","Cancer Stem Cell","Research Grade",ATCC,ATCC,22166263,Male,Caucasian,"anaplastic oligoastrocytoma",,,"Brain tumor"
SKIP,SKIP001285,WT-iPSC1,"iPS Cell","Research Grade","Munenari Itoh","Department of Dermatology, The Jikei University School of Medicine, Japan",27558599,Male,"Asian : Japanese",,,,"Peripheral Blood T cells"
SKIP,SKIP001286,M146I-hiPSC,"iPS Cell",,"Kristine K Freude","University of Copenhagen",27345998,Male,Unknown,"Familial Alzheimer disease",,,"Skin fibroblasts"
SKIP,SKIP001287,"H234 C2","iPS Cell",,"Bjφrn Holst","Bioneer A/S",27345792,Male,Unknown,"Familial Alzheimer disease",,,"Skin fibroblasts"
SKIP,SKIP001288,RB-iPS-1,"iPS Cell",,"Sicong Zeng","National Engineering and Research Center of Human Stem Cell",27879208,Unknown,Unknown,retinoblastoma,,,"Skin fibroblasts"
SKIP,SKIP001289,RB-iPS-2,"iPS Cell",,"Sicong Zeng","National Engineering and Research Center of Human Stem Cell",27879208,Unknown,Unknown,retinoblastoma,,,"Skin fibroblasts"
SKIP,SKIP001290,MPSII-4.1,"iPS Cell",,"Andras Dinnyes","BioTalentum Ltd.",27789394,Male,Unknown,"Mucopolysaccharidosis type II",,,"Peripheral Blood peripheral blood mononuclear cell"
SKIP,SKIP001291,L282F-hiPSC,"iPS Cell",,"Kristine K Freude","University of Copenhagen",27789396,Male,Unknown,"Familial Alzheimer disease",,,"Skin fibroblasts"
SKIP,SKIP001292,MPSII-2.5,"iPS Cell",,"Andras Dinnyes","BioTalentum Ltd.",27789398,Male,Unknown,"Mucopolysaccharidosis type II",,,"Peripheral Blood peripheral blood mononuclear cell"
SKIP,SKIP001293,MPSII-1.3,"iPS Cell",,"Andras Dinnyes","BioTalentum Ltd.",27789399,Male,Unknown,"Mucopolysaccharidosis type II",,,"Peripheral Blood peripheral blood mononuclear cell"
SKIP,SKIP001294,MPSII-mother.1,"iPS Cell",,"Andras Dinnyes","BioTalentum Ltd.",27789401,Female,Unknown,"Mucopolysaccharidosis type II",,,"Peripheral Blood peripheral blood mononuclear cell"
SKIP,SKIP001295,PL506,"Somatic Stem Cell","Research Grade","Umezawa Akihiro","National Center for Child Health and Development",,,Unknown,,,,Placenta
SKIP,SKIP001296,SNCA-Tri-C1,"iPS Cell","Research Grade","Blake Byers","Institute for Stem Cell Biology and Regenerative Medicine, Stanford University",26610207,Male,Unknown,"Familial PARKINSON DISEASE, PARK4",,,"Skin "
SKIP,SKIP001297,PI-1761(Control1),"iPS Cell","Research Grade","Blake Byers","Institute for Stem Cell Biology and Regenerative Medicine, Stanford University",26610207,Female,Unknown,,,,"Skin "
SKIP,SKIP001298,PI-1815-C7(Control2),"iPS Cell","Research Grade","Blake Byers","Institute for Stem Cell Biology and Regenerative Medicine, Stanford University",26610207,Male,Unknown,,,,"Skin "
SKIP,SKIP001299,UC-001,"iPS Cell","Research Grade","Guangjin Pan","Key Laboratory of Regenerative Biology, South China Institute for Stem Cell Biology and Regenerative Medicine","23940595
",Male,Unknown,"Alports disease",,,"urine-derived cells"
SKIP,SKIP001300,UC-005,"iPS Cell","Research Grade","Guangjin Pan","Key Laboratory of Regenerative Biology, South China Institute for Stem Cell Biology and Regenerative Medicine","23940595 -- 26837719",Male,Unknown,"Hemophilia A",,,"urine-derived cells"
